instrumentid,fromdate,open,high,low,close,ema_10,ema_20,trend,dl_trend,angle,opt_dl_trend,|,ent_sig,ext_sig,set_tp,set_sl,upd_tp,upd_sl
18 - gold,2023-12-22 20:00:00,2053.79,2053.89,2051.96,2052.46,2050.172718831053,2044.152670553415,1,1,26.005161777259804,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-25 20:00:00,2053.89,2058.18,2052.61,2054.68,2050.9922244981344,2045.1552733578521,1,1,41.86899423265628,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-26 00:00:00,2054.76,2064.99,2053.22,2063.79,2053.319092771201,2046.9300092285334,1,0,68.32195279570409,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-26 04:00:00,2063.73,2064.9,2061.2,2064.09,2055.277439540074,2048.564294063912,1,1,64.82366469711921,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-26 08:00:00,2064.1,2064.49,2060.37,2063.35,2056.745177805515,2049.9724565340157,1,1,59.85263348564956,1,|,1.0,0.0,0.0,2048.564294063912,0.0,0.0
18 - gold,2023-12-26 12:00:00,2063.38,2063.76,2054.29,2056.65,2056.727872749967,2050.608413054586,1,0,-0.9816565530663356,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-26 16:00:00,2056.63,2061.89,2056.38,2061.5,2057.5955322499726,2051.6457070493875,1,0,40.06105155187645,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-26 20:00:00,2061.52,2068.89,2061.36,2066.04,2059.1308900227045,2053.0165920923037,1,1,61.42137970025955,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-27 00:00:00,2066.09,2067.67,2063.76,2064.41,2060.0907282003946,2054.1016785597035,1,1,54.114131696637926,1,|,1.0,0.0,0.0,2053.0165920923037,0.0,0.0
18 - gold,2023-12-27 04:00:00,2064.4,2067.3,2063.9,2065.8,2061.128777618505,2055.21580441116,1,1,56.341790653568374,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-27 08:00:00,2065.87,2069.11,2061.26,2067.99,2062.3762725969586,2056.4323944672406,1,0,62.338169034887784,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-27 12:00:00,2068.02,2081.71,2064.2,2078.73,2065.3496775793296,2058.5559759465514,1,0,74.28828930089509,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-27 16:00:00,2078.72,2084.25,2075.71,2077.31,2067.524281655815,2060.342073475452,1,1,69.34795659143708,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-27 20:00:00,2077.33,2079.74,2076.24,2079.36,2069.6762304456665,2062.153304573028,1,1,68.77246489385519,1,|,1.0,0.0,0.0,2060.342073475452,0.0,0.0
18 - gold,2023-12-28 00:00:00,2079.4,2088.28,2078.98,2087.03,2072.831461273727,2064.522513661311,1,1,72.46525034197902,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-28 04:00:00,2087.01,2087.4,2083.72,2085.97,2075.2202864966857,2066.5651314078536,1,1,70.65356850178415,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-28 08:00:00,2086.06,2086.27,2072.67,2075.29,2075.232961679106,2067.3960712737726,1,0,0.7399893104625059,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-28 12:00:00,2075.3,2080.93,2071.24,2077.1,2075.572423191996,2068.3202549619846,1,0,17.446153161594857,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-28 16:00:00,2077.05,2077.16,2065.83,2067.93,2074.1828917025423,2068.2830878227483,1,0,-43.96162791128303,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-28 20:00:00,2067.91,2068.76,2064.45,2066.63,2072.8096386657166,2068.125650887249,1,0,-39.0953826901846,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-29 00:00:00,2066.62,2071.22,2065.89,2069.31,2072.173340726495,2068.2384460408443,1,0,-19.643178352888704,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-29 04:00:00,2069.3,2074.62,2068.7,2071.67,2072.0818242307687,2068.565260703621,1,0,-3.153361580589578,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-29 08:00:00,2071.66,2073.24,2061.66,2067.56,2071.259674370629,2068.4695215889906,1,0,-26.762562326201092,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-29 12:00:00,2067.63,2068.7,2058.06,2064.69,2070.0651881214235,2068.1095671519433,1,0,-37.320253388418955,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-29 16:00:00,2064.62,2067.98,2060.99,2067.17,2069.5387902811644,2068.020084566044,1,-1,-25.117154900887783,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-29 20:00:00,2067.16,2067.21,2062.33,2062.42,2068.2444647754983,2067.4867431788016,1,-1,-64.16614119572715,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-01 20:00:00,2063.06,2066.32,2060.67,2063.59,2067.3981984526804,2067.1156247808203,1,-1,-55.79492526203119,-1,|,-1.0,0.0,0.0,2067.4867431788016,0.0,0.0
18 - gold,2024-01-02 00:00:00,2063.57,2070.22,2062.16,2069.5,2067.7803441885567,2067.342708135028,1,0,33.17337743153956,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-02 04:00:00,2069.51,2076.56,2068.74,2072.99,2068.7275543360915,2067.8805454555013,1,1,51.42260953468173,1,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-02 08:00:00,2073.14,2078.71,2068.09,2069.06,2068.7879990022566,2067.992874459739,1,0,4.825385035130706,0,|,1.0,0.0,0.0,2067.8805454555013,0.0,0.0
18 - gold,2024-01-02 12:00:00,2069.07,2070.88,2055.86,2059.16,2067.037453729119,2067.1516483207165,-1,0,-64.53786633737236,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-02 16:00:00,2059.23,2067.42,2058.99,2060.73,2065.8906439601883,2066.5400627663626,-1,0,-53.747797447688605,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-02 20:00:00,2060.78,2061.43,2057.77,2059.38,2064.7068905128817,2065.858152026709,-1,-1,-54.05728053732713,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-03 00:00:00,2059.39,2065.41,2059.04,2064.94,2064.749274055994,2065.770708976546,-1,0,2.818100528758295,0,|,-1.0,0.0,0.0,2065.858152026709,0.0,0.0
18 - gold,2024-01-03 04:00:00,2064.87,2065.79,2060.68,2062.82,2064.398496954904,2065.4896890740174,-1,0,-22.12160603189436,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-03 08:00:00,2062.8,2064.11,2046.54,2047.41,2061.30967932674,2063.7678139241107,-1,0,-69.19228045973843,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-03 12:00:00,2047.43,2048.55,2031.59,2032.41,2056.0551921764236,2060.7813554551476,-1,-1,-70.47791021859504,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-03 16:00:00,2032.43,2042.14,2030.4,2036.49,2052.4978845079827,2058.467893030848,-1,-1,-61.61445916410827,-1,|,-1.0,0.0,0.0,2060.7813554551476,0.0,0.0
18 - gold,2024-01-03 20:00:00,2036.44,2043.72,2036.3,2042.81,2050.7364509610766,2056.976665123148,-1,-1,-45.77721662114783,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-04 00:00:00,2042.82,2046.76,2039.94,2044.48,2049.598914422699,2055.786506539991,-1,-1,-35.26827851368101,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-04 04:00:00,2044.38,2049.35,2042.21,2047.52,2049.2209299822084,2054.9992202028493,-1,0,-12.669936872368705,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-04 08:00:00,2047.59,2050.73,2044.75,2044.96,2048.4462154399885,2054.043103993054,-1,0,-24.487036579326972,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-04 12:00:00,2044.95,2047.45,2036.06,2044.94,2047.808721723627,2053.176141708001,-1,-1,-20.2337295414575,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-04 16:00:00,2045.04,2046.55,2040.67,2044.17,2047.147135955695,2052.318413926286,-1,-1,-21.678955823204294,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-04 20:00:00,2044.16,2044.67,2042.54,2044.1,2046.5931112364779,2051.5357078380684,-1,-1,-18.5995967892339,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-05 00:00:00,2044.09,2048.11,2043.07,2045.15,2046.3307273753,2050.9275451868243,-1,0,-9.093357502565349,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-05 04:00:00,2045.14,2046.82,2040.7,2042.93,2045.7124133070638,2050.1658742166505,-1,0,-32.166600730981386,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-05 08:00:00,2042.91,2044.23,2036.96,2039.02,2044.4956108875979,2049.1043623864934,-1,-1,-69.72315055677582,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-05 12:00:00,2039.05,2063.8,2024.34,2054.64,2046.3400452716708,2049.631565968732,-1,0,65.11345608073218,0,|,-1.0,0.0,0.0,2049.1043623864934,0.0,0.0
18 - gold,2024-01-05 16:00:00,2054.66,2056.06,2040.29,2045.56,2046.1982188586398,2049.2437977812338,-1,0,-9.781224418404392,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-05 20:00:00,2045.56,2045.61,2042.69,2044.63,2045.9130881570693,2048.8043884687354,-1,-1,-19.114322573540417,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-07 20:00:00,2044.3,2045.85,2042.76,2044.11,2045.5852539466932,2048.3573038526656,-1,0,-22.085249729348025,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-08 00:00:00,2044.12,2046.43,2034.87,2035.91,2043.8261168654763,2047.171846342888,-1,0,-62.11840916995913,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-08 04:00:00,2035.97,2037.42,2026.9,2031.23,2041.5359137990258,2045.653575262613,-1,-1,-64.19087619009103,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-08 08:00:00,2031.21,2031.56,2016.63,2020.04,2037.6275658355669,2043.2141871423644,-1,-1,-68.59755900483685,-1,|,-1.0,0.0,0.0,2045.653575262613,0.0,0.0
18 - gold,2024-01-08 12:00:00,2019.84,2034.6,2018.24,2033.67,2036.9080084109185,2042.3052169383295,-1,-1,-25.367827862091413,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-08 16:00:00,2034.06,2036.69,2026.2,2029.18,2035.5029159725696,2041.0551962775364,-1,0,-42.763247789114494,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-08 20:00:00,2029.16,2030.79,2025.92,2030.67,2034.624203977557,2040.06612996539,-1,-1,-30.061069892628634,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-09 00:00:00,2030.56,2035.69,2030.5,2033.3,2034.3834396180011,2039.421736635353,-1,0,-11.392307779365657,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-09 04:00:00,2033.31,2036.95,2030.13,2036.13,2034.700996051092,2039.1082379081768,-1,0,14.280775039126548,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-09 08:00:00,2035.84,2038.37,2031.11,2034.77,2034.7135422236208,2038.6950723931122,-1,0,0.5643242293996308,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-09 12:00:00,2034.85,2041.72,2028.64,2028.9,2033.656534546599,2037.7622083556732,-1,0,-40.356142602793575,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-09 16:00:00,2028.57,2031.85,2025.88,2028.56,2032.7298919017628,2036.885807559895,-1,-1,-37.00273520005613,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-09 20:00:00,2028.77,2031.05,2028.11,2030.73,2032.3662751923512,2036.2995401732385,-1,-1,-17.213107653205938,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-10 00:00:00,2030.61,2032.68,2027.05,2028.61,2031.6833160664692,2035.5672030138826,-1,0,-52.54126792470432,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-10 04:00:00,2028.69,2031.52,2023.63,2030.78,2031.5190767816566,2035.1112789173224,-1,0,-16.982737633017212,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-10 08:00:00,2030.83,2040.06,2030.07,2033.79,2031.9319719122643,2034.9854428299582,-1,0,38.482876670363474,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-10 12:00:00,2033.89,2035.46,2024.62,2027.78,2031.1770679282163,2034.299210179486,-1,0,-56.11910738921329,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-10 16:00:00,2027.64,2028.3,2020.25,2023.93,2029.8594192139951,2033.3116663528683,-1,-1,-65.88029257177227,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-10 20:00:00,2023.82,2027.74,2021.67,2026.54,2029.2558884478144,2032.6667457478331,-1,-1,-48.99789331332412,-1,|,-1.0,0.0,0.0,2033.3116663528683,0.0,0.0
18 - gold,2024-01-11 00:00:00,2026.63,2031.82,2026.34,2030.74,2029.5257269118479,2032.4832461528017,-1,0,25.72159638539176,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-11 04:00:00,2030.68,2035.52,2030.68,2033.69,2030.2828674733303,2032.5981750906299,-1,0,49.240937768707475,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-11 08:00:00,2033.69,2034.19,2029.99,2034.03,2030.964164296361,2032.7345393677128,-1,0,44.703392584184776,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-11 12:00:00,2034.16,2049.9,2024.8,2029.02,2030.610679878841,2032.3807737136449,-1,0,-27.190431032327997,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-11 16:00:00,2028.84,2029.46,2013.09,2026.22,2029.8123744463244,2031.7940333599645,-1,-1,-48.817670915212155,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-11 20:00:00,2026.3,2035.37,2023.31,2035.09,2030.771942728811,2032.1079349447298,-1,0,50.63286893857074,0,|,-1.0,0.0,0.0,2031.7940333599645,0.0,0.0
18 - gold,2024-01-12 00:00:00,2035.06,2035.51,2029.89,2033.72,2031.3079531417543,2032.2614649499938,-1,0,33.933664709056984,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-12 04:00:00,2033.7,2039.16,2032.68,2037.33,2032.4028707523444,2032.744182573804,-1,0,52.77065796347714,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-12 08:00:00,2037.3,2047.2,2036.84,2045.49,2034.7823487973726,2033.9580699477276,1,1,68.53061739288624,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-12 12:00:00,2045.24,2062.04,2044.18,2053.35,2038.1582853796683,2035.8049204288961,1,1,70.11920615603078,1,|,1.0,0.0,0.0,2033.9580699477276,0.0,0.0
18 - gold,2024-01-12 16:00:00,2053.46,2055.36,2041.26,2047.17,2039.7967789470015,2036.8873089594777,1,1,53.32394257290863,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-12 20:00:00,2047.15,2048.15,2045.88,2047.87,2041.264637320274,2037.9332795347655,1,1,50.188951749880104,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-14 20:00:00,2047.06,2048.59,2046.18,2047.3,2042.3619759893152,2038.825348150502,1,1,42.09305844157975,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-15 00:00:00,2047.42,2057.93,2045.61,2057.2,2045.0597985367124,2040.5753149933114,1,1,66.3629666689582,1,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-15 04:00:00,2057.22,2057.42,2052.65,2054.14,2046.71074425731,2041.8671897558531,1,1,61.961653644173936,1,|,1.0,0.0,0.0,2040.5753149933114,0.0,0.0
18 - gold,2024-01-15 08:00:00,2054.17,2058.41,2051.36,2053.3,2047.9087907559806,2042.9560288267244,1,1,54.319597505440726,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-15 12:00:00,2053.17,2054.22,2049.08,2053.13,2048.858101527621,2043.9249784622746,1,1,49.68199873321964,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-15 16:00:00,2053.06,2056.12,2053.03,2054.25,2049.838446704417,2044.90831384682,1,1,50.20128800481381,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-15 20:00:00,2055.15,2055.51,2053.11,2053.81,2050.560547303614,2045.7560934804562,1,1,40.64438769739788,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-16 00:00:00,2053.94,2054.34,2048.16,2049.29,2050.329538702957,2046.092656006127,1,0,-17.05103043175332,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-16 04:00:00,2049.33,2050.72,2047.16,2049.36,2050.153258938783,2046.4038316245912,1,0,-11.683295102434954,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-16 08:00:00,2049.21,2049.93,2038.1,2039.23,2048.167211859004,2045.7206095651065,1,0,-57.60526253768031,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-16 12:00:00,2039.67,2044.85,2031.19,2041.05,2046.8731733391849,2045.275789606525,1,-1,-42.86864001494883,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-16 16:00:00,2040.97,2041.12,2024.04,2029.3,2043.6780509138785,2043.754285834475,-1,-1,-63.78995388510251,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-16 20:00:00,2029.16,2029.63,2025.74,2027.95,2040.8184052931733,2042.2491157550012,-1,-1,-60.0485801149204,-1,|,-1.0,0.0,0.0,2043.754285834475,0.0,0.0
18 - gold,2024-01-17 00:00:00,2027.93,2032.78,2023.26,2023.83,2037.729604330778,2040.494914254525,-1,-1,-61.33984952824876,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-17 04:00:00,2023.86,2026.0,2017.45,2025.24,2035.4587671797274,2039.0420652779035,-1,-1,-55.261852827242265,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-17 08:00:00,2025.62,2028.16,2018.86,2023.91,2033.358991328868,2037.6009162038174,-1,-1,-57.137036936479426,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-17 12:00:00,2023.71,2028.8,2005.99,2008.79,2028.8919019963464,2034.8570194225017,-1,-1,-73.2838881588547,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-17 16:00:00,2008.69,2011.78,2001.64,2005.66,2024.6679198151926,2032.0763509060728,-1,-1,-72.95821394567268,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-17 20:00:00,2005.38,2009.7,2004.58,2009.67,2021.9410253033393,2029.9424127245418,-1,-1,-70.11892040796455,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-18 00:00:00,2009.37,2011.9,2006.25,2007.87,2019.3826570663687,2027.8402781793473,-1,-1,-69.66547179979443,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-18 04:00:00,2007.84,2013.96,2005.61,2012.22,2018.0803557815743,2026.3526326384572,-1,-1,-53.988105514242854,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-18 08:00:00,2012.18,2013.31,2007.99,2012.58,2017.0802910940154,2025.0409533395564,-1,-1,-42.11390632534185,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-18 12:00:00,2012.43,2017.06,2006.16,2013.31,2016.3947836223763,2023.92371968817,-1,0,-28.455694990493672,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-18 16:00:00,2013.43,2020.91,2012.89,2019.59,2016.9757320546714,2023.510984479773,-1,0,20.480151213691375,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-18 20:00:00,2019.59,2024.25,2019.59,2023.58,2018.176508044731,2023.5175573864612,-1,0,32.79166555175589,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-19 00:00:00,2023.6,2025.34,2021.79,2022.7,2018.9989611275073,2023.439694778227,-1,0,22.138890049867054,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-19 04:00:00,2022.7,2029.44,2020.2,2028.01,2020.637331831597,2023.8749619422053,-1,0,40.41605161997773,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-19 08:00:00,2027.81,2031.77,2026.0,2031.28,2022.5723624076704,2024.5802036619953,-1,1,48.92916483842106,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-19 12:00:00,2031.43,2039.12,2022.95,2027.48,2023.4646601517302,2024.8563747418052,-1,0,31.448128187845498,0,|,1.0,0.0,0.0,2024.5802036619953,0.0,0.0
18 - gold,2024-01-19 16:00:00,2027.55,2029.36,2023.14,2029.04,2024.478358305961,2025.254815242586,-1,0,42.163019362343725,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-19 20:00:00,2028.99,2029.32,2027.57,2029.12,2025.3222931594223,2025.6229280766254,-1,1,42.47791131649955,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-21 20:00:00,2028.75,2029.3,2026.73,2027.41,2025.7018762213454,2025.7931254026612,-1,1,27.962648624282885,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-22 00:00:00,2027.43,2031.93,2025.26,2026.79,2025.8997169083734,2025.8880658405028,1,0,20.318734958634398,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-22 04:00:00,2026.78,2027.01,2018.94,2021.78,2025.1506774704874,2025.4968214747405,-1,0,-44.73394272666055,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-22 08:00:00,2021.61,2026.39,2020.21,2025.94,2025.2941906576716,2025.5390289533364,-1,0,10.554140080518822,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-22 12:00:00,2025.95,2029.95,2016.46,2023.82,2025.0261559926403,2025.3753119101616,-1,0,-17.939683181661948,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-22 16:00:00,2023.93,2024.39,2018.91,2020.79,2024.25594581216,2024.9386155377654,-1,0,-42.40531680040587,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-22 20:00:00,2020.84,2021.76,2019.04,2020.61,2023.5930465735858,2024.5263664389308,-1,-1,-43.79806071086314,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-23 00:00:00,2020.55,2027.75,2019.38,2027.02,2024.216129014752,2024.7638553495087,-1,0,43.27713935218024,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-23 04:00:00,2027.29,2037.66,2026.51,2031.46,2025.533196466615,2025.4015834114603,1,1,61.52401367297941,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-23 08:00:00,2031.46,2031.54,2022.19,2023.73,2025.205342563594,2025.242384991321,-1,0,-25.912394069153308,0,|,1.0,0.0,0.0,2025.4015834114603,0.0,0.0
18 - gold,2024-01-23 12:00:00,2023.75,2030.26,2021.23,2024.97,2025.1625530065767,2025.2164435635761,-1,0,-3.7056642131900217,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-23 16:00:00,2024.98,2030.53,2022.44,2029.7,2025.9875433690172,2025.643448938474,1,0,49.09395315163347,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-23 20:00:00,2029.69,2030.11,2027.16,2029.29,2026.5879900291957,2025.9907395157622,1,1,41.34181773782551,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-24 00:00:00,2029.17,2029.17,2023.57,2024.61,2026.2283554784328,2025.8592405142613,1,0,-27.16625513891551,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-24 04:00:00,2024.59,2031.39,2022.64,2029.1,2026.7504726641723,2026.1678842748074,1,0,36.71659578465526,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-24 08:00:00,2029.4,2034.1,2028.02,2033.25,2027.93220490705,2026.8423714867306,1,1,60.088260816583734,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-24 12:00:00,2033.25,2036.52,2014.71,2014.91,2025.564531287586,2025.7059551546608,-1,0,-65.6965809451947,0,|,1.0,0.0,0.0,2026.8423714867306,0.0,0.0
18 - gold,2024-01-24 16:00:00,2015.05,2019.64,2010.98,2011.9,2023.0800710534795,2024.3911022827883,-1,-1,-61.53239215760011,-1,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-24 20:00:00,2011.98,2017.48,2011.61,2016.29,2021.8455126801193,2023.6195687320467,-1,-1,-43.82371968658052,0,|,-1.0,0.0,0.0,2024.3911022827883,0.0,0.0
18 - gold,2024-01-25 00:00:00,2016.18,2017.13,2014.28,2015.67,2020.7226921928248,2022.8624669480423,-1,-1,-40.64592950620605,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-25 04:00:00,2015.59,2018.1,2013.38,2015.64,2019.7985663395839,2022.1746129529904,-1,-1,-35.25782054692261,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-25 08:00:00,2015.61,2019.39,2012.47,2017.34,2019.3515542778414,2021.7141736241344,-1,0,-20.13901782371488,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-25 12:00:00,2017.44,2025.12,2009.86,2020.55,2019.5694535000518,2021.6032999456456,-1,0,10.46018144114934,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-25 16:00:00,2020.12,2021.43,2012.33,2017.66,2019.2222801364062,2021.22774756987,-1,0,-16.385933419400224,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-25 20:00:00,2017.59,2021.44,2015.1,2020.5,2019.4545928388777,2021.1584382775015,-1,0,11.415970132074834,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-26 00:00:00,2020.49,2024.08,2019.17,2021.63,2019.8501214136274,2021.2033489177397,-1,0,21.09264769190149,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-26 04:00:00,2021.62,2023.33,2019.6,2021.08,2020.073735702059,2021.1916014017645,-1,0,13.830874262875223,0,|,0.0,0.0,0.0,0.0,0.0,0.0
